date_min_t;lon_t;lat_t;min_t;hora
2013 02 28 22 15;-73.55;7.916;208.0;22
2013 02 28 21 45;-73.55;7.916;220.9;21
2013 03 01 04 45;-73.407;7.916;204.1;04
2013 03 02 04 45;-73.979;7.63;226.4;04
2013 03 03 01 45;-73.979;7.344;200.8;01
2013 03 02 22 45;-73.979;7.344;210.9;22
2013 03 03 02 15;-73.836;7.487;201.7;02
2013 03 03 21 45;-74.693;5.913;204.7;21
2013 03 03 21 15;-73.979;7.344;227.1;21
2013 03 04 21 45;-73.693;8.202;210.3;21
2013 03 04 23 45;-74.407;6.772;217.5;23
2013 03 05 03 15;-73.836;7.63;226.5;03
2013 03 05 23 15;-74.836;5.77;191.3;23
2013 03 05 21 45;-74.121;7.201;201.6;21
2013 03 06 01 45;-73.979;7.344;195.2;01
2013 03 09 22 45;-74.693;6.199;192.7;22
2013 03 13 02 45;-73.979;7.773;207.3;02
2013 03 13 21 45;-74.55;6.199;212.3;21
2013 03 16 02 15;-73.407;7.916;222.0;02
2013 03 19 03 45;-73.836;7.344;197.0;03
2013 03 20 02 15;-73.693;7.201;202.7;02
2013 03 20 02 15;-74.264;6.199;218.1;02
2013 03 21 05 45;-73.693;7.344;200.3;05
2013 03 21 02 15;-74.121;7.344;220.6;02
2013 03 21 04 45;-74.407;6.056;229.7;04
2013 03 22 01 15;-73.407;7.63;199.3;01
2013 03 25 02 15;-73.979;6.915;188.7;02
2013 03 24 23 15;-73.693;7.487;199.9;23
2013 03 25 23 15;-73.979;7.058;194.4;23
2013 03 26 23 45;-73.979;7.916;215.3;23
2013 03 27 23 45;-74.836;5.627;191.3;23
2013 03 28 03 45;-73.407;7.344;221.0;03
2013 03 29 03 15;-73.693;7.487;197.3;03
2013 03 30 03 45;-73.979;6.485;222.5;03
2013 03 30 03 45;-73.979;6.485;222.5;03
2013 03 31 00 15;-74.55;6.342;190.8;00
2013 04 02 00 15;-74.55;6.485;183.7;00
2013 04 03 04 45;-73.836;7.487;203.5;04
2013 04 05 00 45;-74.836;5.77;190.3;00
2013 04 06 02 45;-73.55;7.773;198.0;02
2013 04 06 05 45;-74.264;6.199;200.1;05
2013 04 07 03 45;-74.121;6.342;197.8;03
2013 04 07 03 15;-73.55;7.344;196.3;03
2013 04 07 22 15;-74.55;5.77;193.1;22
2013 04 08 04 15;-73.979;7.773;196.2;04
2013 04 08 03 15;-73.693;7.344;199.4;03
2013 04 09 01 45;-73.55;7.344;215.0;01
2013 04 09 23 15;-74.407;6.342;202.4;23
2013 04 10 05 15;-73.55;7.344;191.5;05
2013 04 11 05 15;-74.55;6.056;197.3;05
2013 04 15 20 45;-73.836;8.059;194.9;20
2013 04 17 03 15;-74.264;6.915;188.1;03
2013 04 17 00 45;-73.836;7.201;214.9;00
2013 04 17 02 15;-74.693;5.055;197.4;02
2013 04 20 23 15;-74.55;5.77;193.3;23
2013 04 23 02 45;-73.264;7.63;207.2;02
2013 04 24 05 15;-74.836;5.484;201.5;05
2013 04 25 05 15;-73.55;6.772;212.5;05
2013 04 28 02 45;-73.55;7.63;197.6;02
2013 04 28 02 15;-73.55;7.63;198.3;02
2013 05 02 22 45;-73.979;6.915;190.9;22
2013 05 09 02 15;-73.836;8.202;222.5;02
2013 05 09 02 15;-73.836;8.202;222.5;02
2013 05 11 20 15;-74.836;5.055;216.4;20
2013 05 12 03 15;-73.693;6.628;220.0;03
2013 05 13 04 45;-73.979;6.342;212.7;04
2013 05 14 01 45;-73.836;7.201;197.0;01
2013 05 15 22 45;-73.836;7.63;192.4;22
2013 05 17 01 15;-73.55;7.773;191.5;01
2013 05 19 03 45;-73.55;8.059;201.4;03
2013 05 19 04 45;-73.55;7.344;222.3;04
2013 06 10 22 45;-74.264;6.485;194.3;22
2013 06 12 04 45;-73.836;7.916;201.9;04
2013 06 12 20 45;-74.55;5.77;199.2;20
2013 06 13 00 45;-73.55;7.201;199.2;00
2013 06 14 04 45;-74.264;6.628;195.8;04
2013 06 15 20 45;-73.979;6.199;194.6;20
2013 06 17 02 15;-73.836;7.344;202.8;02
2013 06 17 23 45;-74.693;6.199;195.0;23
2013 06 18 03 45;-74.264;7.058;229.7;03
2013 06 18 21 15;-73.407;7.916;217.4;21
2013 06 23 02 45;-74.55;6.199;194.0;02
2013 06 27 22 45;-74.407;6.772;185.0;22
2013 06 29 22 15;-74.121;6.915;194.6;22
2013 07 03 00 15;-74.693;5.627;226.3;00
2013 07 03 01 45;-74.407;6.915;224.1;01
2013 07 04 01 45;-74.55;5.627;225.7;01
2013 07 04 02 15;-74.407;5.913;224.5;02
2013 07 05 04 45;-73.979;7.201;199.8;04
2013 07 05 03 45;-74.693;5.627;203.8;03
2013 07 05 01 15;-74.693;5.484;226.0;01
2013 07 08 21 45;-74.693;5.627;198.5;21
2013 07 09 02 15;-74.264;6.199;210.1;02
2013 07 09 05 15;-73.979;6.772;205.7;05
2013 07 13 22 15;-73.407;7.773;215.6;22
2013 07 14 04 45;-73.836;7.773;218.3;04
2013 07 14 23 15;-74.407;5.913;223.5;23
2013 07 15 05 45;-74.836;5.627;202.0;05
2013 07 15 23 45;-73.693;7.201;215.1;23
2013 07 18 02 45;-73.979;7.487;198.0;02
2013 07 19 04 45;-74.407;6.628;190.4;04
2013 07 31 21 15;-74.121;7.344;204.2;21
2013 08 01 23 15;-74.264;7.058;194.4;23
2013 08 03 02 45;-73.836;7.344;205.9;02
2013 08 04 03 45;-74.264;6.915;221.3;03
2013 08 07 03 45;-73.693;7.487;195.4;03
2013 08 06 23 15;-74.836;5.484;219.3;23
2013 08 08 21 45;-73.836;7.916;196.5;21
2013 08 10 00 45;-74.121;7.201;197.6;00
2013 08 11 22 15;-74.407;6.056;193.6;22
2013 08 11 20 45;-73.264;7.487;225.2;20
2013 08 13 22 45;-74.693;5.198;202.9;22
2013 08 15 21 45;-74.121;6.342;202.5;21
2013 08 18 23 15;-74.121;6.772;194.7;23
2013 08 18 22 45;-73.979;6.628;194.5;22
2013 08 19 05 15;-73.836;8.059;205.5;05
2013 08 20 00 45;-73.836;6.485;201.4;00
2013 08 20 01 45;-74.693;5.77;227.6;01
2013 08 21 22 15;-74.121;6.342;199.0;22
2013 08 25 20 15;-74.407;6.915;195.3;20
2013 08 29 04 15;-73.836;7.63;218.1;04
2013 09 01 20 15;-73.836;8.202;199.6;20
2013 09 02 21 15;-74.836;5.055;200.5;21
2013 09 02 20 15;-74.55;6.772;215.1;20
2013 09 02 21 45;-73.836;7.773;197.3;21
2013 09 03 01 45;-74.693;5.77;196.5;01
2013 09 04 01 45;-74.407;6.342;213.8;01
2013 09 06 00 45;-74.836;5.627;192.9;00
2013 09 08 03 45;-73.979;6.915;210.7;03
2013 09 09 01 45;-74.407;6.056;199.2;01
2013 09 12 05 45;-73.979;7.487;212.1;05
2013 09 13 04 45;-73.407;7.63;195.6;04
2013 09 17 05 15;-74.121;6.772;208.7;05
2013 09 21 04 15;-74.264;6.485;216.5;04
2013 09 22 23 15;-74.407;6.772;191.5;23
2013 09 23 22 15;-74.55;6.628;189.6;22
2013 09 26 01 15;-74.693;5.913;187.4;01
2013 09 26 01 45;-74.693;6.056;188.3;01
2013 09 27 23 45;-74.836;5.913;186.5;23
2013 09 29 22 15;-74.407;6.485;189.2;22
2013 09 29 21 15;-74.407;6.199;192.5;21
2013 09 29 20 15;-73.407;7.63;208.4;20
2013 10 09 00 45;-73.979;6.485;205.3;00
2013 10 09 21 45;-74.407;5.77;196.6;21
2013 10 10 23 15;-74.836;5.913;188.4;23
2013 10 12 03 15;-73.407;7.773;203.0;03
2013 10 12 23 15;-74.693;5.627;189.4;23
2013 10 14 03 15;-73.693;7.916;192.8;03
2013 10 14 00 15;-74.121;7.201;194.3;00
2013 10 14 00 15;-73.407;7.344;209.5;00
2013 10 14 04 15;-73.55;8.059;197.7;04
2013 10 15 23 45;-74.836;5.627;187.9;23
2013 10 15 23 15;-74.264;6.915;197.0;23
2013 10 15 21 45;-74.264;6.915;209.0;21
2013 10 16 02 45;-73.979;6.628;191.3;02
2013 10 20 01 45;-74.121;7.201;196.6;01
2013 10 20 01 45;-73.693;7.773;220.3;01
2013 10 20 21 45;-74.693;5.341;196.6;21
2013 10 22 03 45;-73.836;8.059;192.0;03
2013 10 23 20 45;-73.264;7.487;214.2;20
2013 10 23 23 45;-74.121;6.199;211.9;23
2013 10 24 21 15;-74.407;6.772;189.5;21
2013 10 24 20 45;-74.407;6.628;191.3;20
2013 10 26 02 45;-74.121;6.628;195.4;02
2013 10 27 05 15;-73.407;7.487;216.3;05
2013 10 28 00 15;-74.836;5.77;206.5;00
2013 10 27 22 45;-74.55;6.485;218.6;22
2013 10 29 01 15;-73.407;7.63;195.5;01
2013 10 30 00 45;-73.693;6.485;207.3;00
2013 10 30 21 45;-73.407;7.344;215.9;21
2013 10 30 23 15;-73.979;6.772;216.7;23
2013 10 31 03 15;-73.693;6.485;221.7;03
2013 11 01 21 15;-74.693;5.77;226.1;21
2013 11 03 01 15;-74.55;5.913;213.2;01
2013 11 04 20 45;-74.836;5.341;199.3;20
2013 11 05 03 15;-73.693;7.773;202.1;03
2013 11 04 22 15;-74.407;6.915;214.9;22
2013 11 05 03 15;-73.693;7.773;202.1;03
2013 11 06 02 15;-74.407;6.915;222.9;02
2013 11 07 00 45;-73.55;6.915;191.9;00
2013 11 09 22 15;-74.407;6.342;226.5;22
2013 11 11 00 45;-74.693;5.484;208.5;00
2013 11 11 00 15;-74.693;5.484;212.0;00
2013 11 13 00 45;-73.693;7.773;198.6;00
2013 11 13 23 45;-74.407;5.913;188.0;23
2013 11 16 21 15;-74.264;7.058;226.4;21
2013 11 18 00 45;-73.693;6.772;192.7;00
2013 11 19 01 45;-73.979;6.199;197.3;01
2013 11 18 21 45;-74.836;5.627;199.2;21
2013 11 20 03 15;-73.836;6.485;205.6;03
2013 11 20 02 15;-73.836;6.485;212.6;02
2013 11 21 04 45;-73.836;7.487;213.6;04
2013 11 21 21 45;-73.693;7.773;205.4;21
2013 11 22 23 15;-73.55;7.773;210.0;23
2013 11 23 05 15;-73.979;7.487;220.8;05
2013 11 23 21 15;-73.55;7.773;199.1;21
2013 11 24 00 15;-74.693;5.913;207.2;00
2013 11 24 00 15;-74.264;7.058;215.7;00
2013 11 24 23 45;-73.836;7.487;194.9;23
2013 11 25 01 45;-73.407;7.344;197.8;01
2013 11 26 21 45;-74.836;5.198;209.3;21
2013 11 27 03 45;-73.407;7.773;208.4;03
2013 11 27 21 45;-74.836;5.627;200.6;21
2013 11 27 20 45;-74.693;6.056;221.1;20
2013 11 28 22 15;-74.836;5.77;228.7;22
2013 11 29 23 15;-74.693;5.627;205.4;23
2013 11 30 22 45;-74.693;5.77;211.4;22
2013 12 01 22 45;-74.836;5.77;201.4;22
2013 12 04 23 45;-74.693;5.77;201.1;23
2013 12 05 23 45;-74.836;5.341;200.0;23
2013 12 06 20 45;-74.407;6.485;213.5;20
2013 12 07 02 45;-73.979;8.202;210.7;02
2013 12 08 01 45;-73.407;7.487;214.7;01
2013 12 10 03 45;-73.836;6.485;223.0;03
2013 12 10 21 45;-74.407;6.628;222.6;21
2013 12 12 00 15;-74.836;5.484;215.6;00
2013 12 12 22 45;-74.407;5.77;193.5;22
2013 12 12 20 45;-74.264;6.628;206.1;20
2013 12 15 01 15;-74.836;5.77;197.3;01
2013 12 15 00 15;-74.407;6.628;206.6;00
2013 12 14 23 45;-74.55;5.627;225.6;23
2013 12 15 03 45;-73.836;6.772;215.3;03
2013 12 15 03 45;-73.836;6.772;215.3;03
2013 12 15 20 45;-74.121;6.915;211.1;20
2013 12 17 01 45;-74.836;5.77;204.1;01
2013 12 18 21 15;-73.407;7.63;213.9;21
2013 12 18 23 15;-74.264;6.485;207.8;23
2013 12 19 01 45;-73.55;6.915;209.5;01
2013 12 30 02 15;-74.55;6.342;210.6;02
2013 12 31 01 45;-74.836;5.198;221.5;01
2013 12 31 23 45;-74.836;5.627;220.2;23
2014 01 02 01 15;-74.836;5.484;214.0;01
2014 01 05 04 15;-74.264;6.199;214.5;04
2014 01 05 22 15;-74.836;5.198;189.0;22
2014 01 06 22 45;-73.693;7.773;204.6;22
2014 01 07 20 15;-74.55;6.056;226.7;20
2014 01 07 23 45;-74.836;5.341;221.7;23
2014 01 09 01 15;-73.979;6.342;224.8;01
2014 01 10 02 45;-74.693;5.198;220.9;02
2014 01 15 03 15;-74.836;5.627;224.0;03
2014 01 16 03 45;-74.836;5.484;218.5;03
2014 01 18 03 15;-74.407;6.628;198.7;03
2014 01 19 23 45;-74.836;5.627;203.4;23
2014 01 30 04 45;-73.693;6.485;215.7;04
2014 02 03 03 15;-73.693;6.915;209.1;03
2014 02 03 02 45;-73.693;7.058;212.5;02
2014 02 04 04 45;-73.836;7.058;203.2;04
2014 02 04 21 45;-73.979;6.772;213.5;21
2014 02 05 02 45;-74.121;6.056;211.7;02
2014 02 10 02 15;-73.55;7.201;197.0;02
2014 02 10 01 15;-73.979;6.915;214.6;01
2014 02 10 23 45;-74.693;5.77;192.9;23
2014 02 12 23 15;-74.693;5.913;193.2;23
2014 02 13 01 15;-73.55;7.058;203.3;01
2014 02 13 02 45;-74.121;6.772;194.0;02
2014 02 13 01 15;-73.55;7.058;203.3;01
2014 02 14 01 15;-74.121;7.058;199.0;01
2014 02 14 03 45;-74.407;6.199;211.1;03
2014 02 15 04 45;-73.836;7.63;207.9;04
2014 02 15 03 15;-73.55;7.487;216.2;03
2014 02 16 03 45;-73.979;6.485;197.8;03
2014 02 16 05 15;-73.55;7.058;211.9;05
2014 02 23 23 45;-74.121;6.056;217.3;23
2014 02 24 00 45;-74.836;5.484;226.3;00
2014 02 27 01 15;-74.836;5.627;201.1;01
2014 02 27 03 45;-73.407;7.201;204.9;03
2014 02 28 01 15;-73.55;7.058;193.3;01
2014 02 27 23 45;-73.407;7.487;195.9;23
2014 03 05 05 15;-74.121;6.056;226.9;05
2014 03 05 05 15;-74.121;6.056;226.9;05
2014 03 06 00 45;-73.693;6.628;224.3;00
2014 03 06 00 15;-73.693;7.773;229.2;00
2014 03 06 02 15;-73.264;7.487;210.5;02
2014 03 06 03 45;-73.979;6.485;216.4;03
2014 03 07 04 15;-73.55;7.916;211.7;04
2014 03 08 03 45;-74.264;6.342;190.0;03
2014 03 08 22 15;-73.693;7.344;196.0;22
2014 03 12 23 45;-74.693;5.341;209.7;23
2014 03 13 05 15;-73.693;6.915;204.9;05
2014 03 13 20 45;-73.836;7.773;200.1;20
2014 03 14 02 15;-73.836;6.772;207.9;02
2014 03 14 05 15;-73.55;7.487;218.0;05
2014 03 15 22 45;-74.264;6.628;210.1;22
2014 03 16 01 45;-73.693;6.485;221.6;01
2014 03 16 01 45;-73.264;7.487;221.6;01
2014 03 16 03 45;-74.407;6.199;212.0;03
2014 03 16 20 45;-74.121;7.058;217.5;20
2014 03 17 02 45;-73.264;7.63;215.6;02
2014 03 18 01 15;-74.836;5.341;193.0;01
2014 03 17 23 15;-74.836;5.77;213.6;23
2014 03 18 04 15;-73.979;6.915;195.3;04
2014 03 20 02 45;-74.264;6.772;207.3;02
2014 03 20 01 45;-74.121;7.344;216.0;01
2014 03 20 23 15;-74.55;5.77;190.6;23
2014 03 21 01 45;-73.55;6.915;205.2;01
2014 03 22 01 15;-73.979;6.628;199.8;01
2014 03 22 23 45;-74.836;5.484;190.4;23
2014 03 22 22 45;-74.836;5.198;196.5;22
2014 03 23 03 15;-73.836;7.344;193.6;03
2014 03 24 04 45;-74.264;6.342;189.8;04
2014 03 24 03 15;-73.693;7.487;192.1;03
2014 03 24 00 45;-74.121;7.63;210.5;00
2014 03 25 02 45;-73.836;8.345;198.5;02
2014 03 25 23 45;-73.55;7.487;194.7;23
2014 03 25 23 15;-73.836;7.63;193.0;23
2014 03 29 00 45;-74.693;5.198;222.4;00
2014 03 31 05 45;-73.693;6.772;229.8;05
2014 04 03 03 45;-74.55;6.056;194.9;03
2014 04 04 23 45;-73.979;8.345;201.7;23
2014 04 06 02 45;-74.693;5.341;198.8;02
2014 04 07 01 45;-74.55;6.628;188.5;01
2014 04 07 00 15;-74.836;5.77;194.8;00
2014 04 11 02 15;-74.693;5.913;215.4;02
2014 04 12 05 45;-74.55;6.342;202.9;05
2014 04 13 01 15;-74.264;6.915;199.5;01
2014 04 14 02 15;-73.836;6.915;196.4;02
2014 04 14 05 45;-74.121;7.058;212.5;05
2014 04 15 05 15;-74.836;5.198;200.6;05
2014 04 16 23 45;-74.407;6.915;211.4;23
2014 04 17 00 45;-73.264;7.63;207.0;00
2014 04 19 02 15;-73.836;7.63;189.8;02
2014 04 21 00 45;-74.407;7.058;203.6;00
2014 04 21 03 15;-73.836;7.773;210.7;03
2014 04 23 23 45;-73.836;7.487;183.5;23
2014 04 25 22 15;-74.264;6.772;188.3;22
2014 04 26 03 15;-73.55;8.202;196.5;03
2014 04 26 20 15;-74.407;5.77;194.0;20
2014 04 27 05 45;-73.836;7.344;217.0;05
2014 04 28 05 45;-74.693;5.627;200.7;05
2014 04 28 01 45;-73.55;7.916;204.5;01
2014 04 28 02 45;-74.121;7.344;221.8;02
2014 04 29 23 45;-73.836;8.059;188.8;23
2014 04 30 20 45;-73.407;7.916;194.7;20
2014 05 02 02 15;-73.693;6.485;202.1;02
2014 05 02 05 45;-73.55;7.344;192.3;05
2014 05 02 20 15;-73.55;7.773;195.3;20
2014 05 03 23 45;-74.836;5.77;193.6;23
2014 05 03 23 45;-73.693;7.344;204.6;23
2014 05 03 23 45;-74.121;7.201;216.7;23
2014 05 04 02 45;-73.979;6.915;197.4;02
2014 05 05 01 15;-73.836;6.915;193.9;01
2014 05 05 00 15;-73.55;7.058;212.9;00
2014 05 05 01 15;-74.693;6.056;218.1;01
2014 05 06 03 15;-74.836;5.77;197.1;03
2014 05 09 01 15;-73.264;7.344;197.4;01
2014 05 11 01 15;-73.55;8.202;211.6;01
2014 05 15 01 45;-73.979;7.773;187.0;01
2014 05 15 21 45;-74.836;5.484;198.3;21
2014 05 18 03 45;-73.836;8.202;194.9;03
2014 05 19 04 45;-74.264;7.058;193.7;04
2014 05 19 22 15;-74.407;5.913;201.7;22
2014 05 20 04 15;-73.836;8.345;200.3;04
2014 05 20 23 45;-74.121;6.056;226.5;23
2014 05 21 03 45;-74.121;6.915;205.6;03
2014 05 21 21 45;-73.836;6.628;203.6;21
2014 05 22 01 45;-74.836;5.77;218.2;01
2014 05 23 20 45;-74.836;5.341;194.5;20
2014 05 24 00 15;-73.693;6.915;205.7;00
2014 05 26 03 45;-74.407;6.199;198.5;03
2014 05 26 01 15;-74.407;5.77;203.1;01
2014 05 26 20 45;-74.407;6.772;222.5;20
2014 05 27 05 45;-73.693;7.344;206.7;05
2014 05 29 02 45;-73.407;7.63;199.2;02
2014 05 29 22 15;-73.979;6.628;199.3;22
2014 05 29 21 45;-73.264;7.344;215.3;21
2014 06 02 20 15;-73.836;7.916;196.2;20
2014 06 04 00 15;-74.836;5.913;195.4;00
2014 06 05 00 15;-73.264;7.487;213.1;00
2014 06 08 23 15;-74.121;7.344;199.7;23
2014 06 10 21 45;-74.407;6.628;196.5;21
2014 06 19 02 15;-73.979;8.059;228.9;02
2014 06 27 22 15;-74.693;5.341;212.9;22
2014 06 28 04 45;-73.55;7.201;226.5;04
2014 06 29 21 15;-74.121;6.056;222.4;21
2014 07 01 22 45;-74.407;6.628;196.6;22
2014 07 03 03 15;-74.264;6.915;199.4;03
2014 07 03 00 15;-73.979;7.344;221.1;00
2014 07 03 03 15;-74.264;6.915;199.4;03
2014 07 06 20 15;-74.121;6.056;201.5;20
2014 07 09 00 45;-73.836;7.773;206.1;00
2014 07 12 20 15;-73.979;7.344;224.0;20
2014 07 16 04 15;-73.693;7.201;193.4;04
2014 07 21 22 45;-74.121;6.199;197.3;22
2014 07 23 02 15;-74.693;5.913;219.7;02
2014 07 23 04 15;-74.407;6.199;225.7;04
2014 07 23 02 15;-74.693;5.913;219.7;02
2014 07 23 04 15;-74.407;6.199;225.7;04
2014 07 24 00 45;-73.836;7.344;208.2;00
2014 07 26 01 45;-74.55;6.772;206.6;01
2014 07 26 05 15;-73.836;6.485;208.2;05
2014 07 29 05 15;-74.121;6.772;226.6;05
2014 07 30 21 15;-73.407;7.63;213.4;21
2014 08 06 01 45;-73.693;7.63;222.8;01
2014 08 09 03 15;-74.121;7.63;199.4;03
2014 08 09 02 15;-73.55;7.773;220.4;02
2014 08 12 01 15;-73.979;7.201;203.7;01
2014 08 14 01 45;-73.979;7.63;194.7;01
2014 08 14 00 15;-73.55;7.773;210.1;00
2014 08 18 21 45;-74.264;6.772;191.6;21
2014 08 20 02 15;-73.979;8.202;204.9;02
2014 08 22 03 15;-73.836;7.916;194.4;03
2014 08 21 23 45;-73.979;7.916;207.1;23
2014 08 22 23 15;-74.121;6.485;191.6;23
2014 09 02 03 15;-74.264;6.342;200.8;03
2014 09 07 04 15;-73.836;7.916;206.4;04
2014 09 12 00 15;-73.836;7.63;198.3;00
2014 09 16 20 15;-74.55;6.772;204.5;20
2014 09 17 22 45;-74.693;5.341;195.0;22
2014 09 18 05 15;-73.693;7.63;194.7;05
2014 09 19 23 45;-74.264;6.628;193.0;23
2014 09 22 05 15;-74.121;7.058;198.8;05
2014 09 22 02 15;-74.693;5.77;200.2;02
2014 09 22 03 15;-73.693;7.058;215.5;03
2014 09 22 22 15;-73.979;7.487;193.8;22
2014 09 24 01 45;-73.407;7.916;205.6;01
2014 09 25 21 15;-74.693;5.341;197.5;21
2014 09 27 21 45;-74.836;5.913;220.8;21
2014 09 28 21 45;-74.264;6.772;192.8;21
2014 10 03 23 45;-73.979;6.342;195.1;23
2014 10 04 01 15;-73.55;7.63;224.0;01
2014 10 05 02 45;-73.836;7.916;199.1;02
2014 10 05 01 15;-74.121;7.344;217.9;01
2014 10 05 20 45;-74.264;6.485;189.3;20
2014 10 06 21 15;-74.55;6.342;192.8;21
2014 10 07 05 45;-73.693;8.202;202.8;05
2014 10 07 23 45;-73.836;7.058;191.4;23
2014 10 08 00 45;-73.979;7.344;195.1;00
2014 10 08 22 45;-74.55;5.913;198.1;22
2014 10 09 00 15;-73.836;7.058;198.6;00
2014 10 11 23 45;-74.407;6.915;190.3;23
2014 10 11 20 15;-73.979;6.342;191.4;20
2014 10 12 22 45;-73.836;6.485;192.9;22
2014 10 13 04 45;-73.407;7.63;203.1;04
2014 10 14 01 15;-73.836;8.202;189.9;01
2014 10 16 00 15;-74.264;6.915;198.1;00
2014 10 16 22 15;-73.836;7.487;218.9;22
2014 10 18 04 45;-73.55;8.059;193.6;04
2014 10 19 00 45;-74.693;5.484;196.3;00
2014 10 24 01 15;-73.693;7.344;225.2;01
2014 10 25 02 15;-73.55;7.773;210.9;02
2014 10 25 22 15;-74.264;6.056;207.3;22
2014 10 29 05 15;-73.836;6.628;210.0;05
2014 10 29 05 45;-73.407;7.344;228.9;05
2014 10 30 05 45;-73.693;7.773;194.5;05
2014 10 30 02 45;-73.693;7.201;201.5;02
2014 10 31 02 15;-73.55;7.773;196.3;02
2014 10 31 23 15;-73.55;7.201;199.8;23
2014 11 01 21 45;-74.121;7.63;195.6;21
2014 11 03 05 15;-74.121;7.344;223.5;05
2014 11 03 21 15;-74.55;6.628;225.7;21
2014 11 04 02 15;-74.836;5.341;195.9;02
2014 11 04 04 45;-73.979;6.342;219.4;04
2014 11 05 20 15;-74.836;5.77;216.9;20
2014 11 07 23 15;-74.264;6.342;189.8;23
2014 11 09 05 15;-74.693;5.055;199.0;05
2014 11 09 23 45;-73.407;7.773;203.9;23
2014 11 09 20 15;-73.264;7.63;213.4;20
2014 11 09 20 45;-74.121;7.201;207.5;20
2014 11 09 22 45;-73.407;7.63;199.3;22
2014 11 10 01 15;-74.407;6.342;216.9;01
2014 11 10 21 15;-74.121;6.772;192.0;21
2014 11 12 01 45;-73.979;7.63;229.7;01
2014 11 12 03 15;-73.979;7.344;229.9;03
2014 11 12 04 45;-73.979;6.628;216.8;04
2014 11 12 04 15;-73.979;6.772;219.7;04
2014 11 13 00 15;-73.979;7.201;198.6;00
2014 11 12 23 45;-74.836;5.913;200.1;23
2014 11 12 22 15;-74.836;5.341;219.8;22
2014 11 12 22 45;-73.979;6.485;213.8;22
2014 11 15 02 45;-73.979;6.915;218.4;02
2014 11 15 23 15;-74.407;6.772;212.1;23
2014 11 16 04 45;-74.55;6.056;213.6;04
2014 11 16 05 15;-73.979;7.487;207.8;05
2014 11 18 02 45;-73.55;7.058;215.0;02
2014 11 18 22 45;-73.836;7.058;190.4;22
2014 11 18 21 45;-73.979;7.058;223.8;21
2014 11 18 23 45;-73.836;7.344;194.7;23
2014 11 21 02 15;-73.55;7.63;224.3;02
2014 11 21 04 45;-74.121;6.342;228.4;04
2014 11 21 22 45;-73.407;7.487;216.3;22
2014 11 22 02 15;-73.836;6.772;221.0;02
2014 11 23 01 15;-73.693;7.344;226.4;01
2014 11 24 03 45;-73.979;7.201;210.2;03
2014 11 26 03 45;-74.55;6.772;219.0;03
2014 11 26 22 15;-74.121;6.628;208.7;22
2014 11 27 01 45;-73.979;7.344;203.9;01
2014 11 27 02 45;-74.55;5.77;215.5;02
2014 11 30 00 45;-74.693;6.199;189.7;00
2014 11 29 22 15;-74.836;5.484;196.1;22
2014 12 01 00 45;-74.55;6.199;197.5;00
2014 11 30 21 45;-74.264;7.058;206.9;21
2014 11 30 23 45;-74.55;6.056;209.6;23
2014 12 02 00 45;-74.55;6.342;192.6;00
2014 12 01 23 15;-74.121;7.344;217.9;23
2014 12 03 02 45;-73.979;7.344;219.2;02
2014 12 04 04 15;-73.836;7.058;225.6;04
2014 12 04 22 45;-74.836;5.484;191.5;22
2014 12 07 23 45;-74.693;5.484;219.2;23
2014 12 10 03 45;-74.407;6.772;220.4;03
2014 12 10 03 45;-74.407;6.772;220.4;03
2014 12 10 23 15;-73.836;6.628;196.7;23
2014 12 13 02 45;-74.264;6.199;201.7;02
2014 12 14 04 15;-74.55;5.627;207.4;04
2014 12 14 02 45;-74.407;5.913;213.0;02
2014 12 14 04 45;-73.55;6.772;212.2;04
2014 12 17 21 45;-73.979;7.344;222.6;21
2014 12 28 22 45;-74.693;5.198;218.5;22
2014 12 30 00 15;-74.836;5.484;209.1;00
2014 12 30 01 15;-74.836;5.484;214.2;01
2014 12 30 21 45;-74.836;5.198;209.7;21
2015 01 11 23 45;-74.264;6.056;198.7;23
2015 01 15 05 15;-74.836;5.055;201.2;05
2015 01 16 04 45;-73.836;7.201;199.1;04
2015 01 16 21 45;-73.264;7.63;218.6;21
2015 01 18 00 45;-73.836;7.201;221.1;00
2015 01 18 05 45;-73.836;7.344;207.7;05
2015 01 20 02 45;-74.121;6.915;211.8;02
2015 01 21 00 15;-74.55;6.342;196.0;00
2015 01 23 00 45;-73.836;7.344;206.9;00
2015 01 25 02 15;-73.55;7.058;208.4;02
2015 01 26 22 15;-74.264;7.058;214.0;22
2015 01 26 23 45;-74.121;6.056;219.1;23
2015 01 27 02 15;-74.121;6.485;208.9;02
2015 01 27 23 45;-73.693;7.487;203.1;23
2015 01 30 21 45;-74.836;5.77;187.4;21
2015 01 31 23 45;-74.121;6.772;205.2;23
2015 01 31 21 45;-74.264;6.628;206.7;21
2015 01 31 23 45;-74.836;5.77;213.4;23
2015 02 01 03 45;-73.55;7.63;214.2;03
2015 02 02 02 15;-73.836;6.915;217.0;02
2015 02 02 23 45;-74.55;6.342;193.7;23
2015 02 04 20 45;-74.121;7.201;225.9;20
2015 02 05 01 45;-73.836;7.058;219.3;01
2015 02 05 02 45;-74.121;7.201;217.3;02
2015 02 06 02 15;-73.55;7.201;201.1;02
2015 02 06 00 45;-73.693;7.63;218.9;00
2015 02 06 04 15;-74.693;5.77;208.8;04
