date_min_t;lon_t;lat_t;min_t;hora
2014 05 12 15 45;-73.979;8.059;211.4;15
2014 05 12 17 45;-74.407;6.915;214.7;17
2014 05 17 18 15;-74.121;6.199;197.4;18
2014 05 17 19 15;-73.407;7.344;223.3;19
2014 05 18 16 45;-74.264;6.342;210.2;16
2014 05 18 16 15;-74.55;5.627;210.4;16
2014 05 19 10 45;-73.693;7.773;212.2;10
2014 05 19 19 45;-74.55;6.056;204.2;19
2014 05 21 12 15;-73.55;7.058;230.0;12
2014 05 21 18 15;-74.55;6.628;200.2;18
2014 05 21 19 15;-73.407;7.487;199.4;19
2014 05 22 18 15;-74.121;7.344;202.7;18
2014 05 28 18 15;-74.55;6.056;191.2;18
2014 05 29 12 45;-73.979;7.344;225.1;12
2014 05 29 18 45;-74.121;6.199;204.0;18
2014 05 29 18 15;-73.979;6.199;203.8;18
2014 06 01 06 45;-73.693;6.628;215.0;06
2014 06 01 13 45;-74.407;5.913;216.9;13
2014 06 01 15 45;-73.836;6.485;206.0;15
2014 06 01 14 45;-73.693;6.772;220.2;14
2014 06 02 12 45;-74.836;5.198;205.6;12
2014 06 06 06 45;-74.693;5.198;207.6;06
2014 06 06 15 15;-73.55;6.915;224.5;15
2014 06 07 16 45;-74.121;7.344;214.0;16
2014 06 09 06 45;-73.836;8.059;215.0;06
2014 06 09 16 15;-73.55;6.772;224.6;16
2014 06 10 10 45;-74.836;5.341;213.0;10
2014 06 10 14 15;-74.55;6.199;223.1;14
2014 06 10 14 15;-74.55;5.77;220.9;14
2014 06 14 17 15;-74.121;6.056;190.5;17
2014 06 20 16 15;-73.407;7.773;202.3;16
2014 06 28 07 45;-73.836;6.915;216.3;07
2014 06 28 16 45;-73.693;8.345;205.2;16
2014 06 28 19 15;-73.407;7.63;201.8;19
2014 07 01 18 15;-73.979;7.916;199.5;18
2014 07 01 15 15;-73.264;7.487;219.6;15
2014 07 03 06 45;-73.693;7.487;215.4;06
2014 07 03 06 45;-73.693;7.487;215.4;06
2014 07 04 15 15;-73.55;6.772;201.8;15
2014 07 07 07 15;-74.264;6.772;200.3;07
2014 07 21 16 15;-74.121;7.344;221.7;16
2014 07 24 17 15;-73.264;7.63;202.8;17
2014 07 26 15 15;-73.55;6.772;202.3;15
2014 07 29 09 45;-73.693;7.201;206.9;09
2014 07 31 15 15;-73.55;6.772;226.6;15
2014 08 03 15 15;-73.693;6.772;215.6;15
2014 08 04 18 45;-74.693;5.484;215.8;18
2014 08 05 19 45;-74.264;6.342;223.6;19
2014 08 08 19 15;-73.836;8.202;213.7;19
2014 08 10 15 15;-73.979;6.628;227.1;15
2014 08 12 06 15;-73.979;6.628;201.0;06
2014 08 16 13 45;-73.693;6.772;211.0;13
2014 08 16 17 45;-73.836;8.059;214.4;17
2014 08 22 18 15;-73.693;6.772;226.2;18
2014 08 24 17 45;-73.836;8.202;214.5;17
2014 08 25 16 15;-73.407;7.916;225.0;16
2014 08 31 14 45;-73.693;8.345;224.3;14
2014 09 07 10 15;-74.836;5.627;215.3;10
2014 09 07 15 15;-73.836;6.772;207.1;15
2014 09 09 08 15;-74.121;7.058;227.7;08
2014 09 12 13 45;-73.55;6.772;224.6;13
2014 09 15 15 15;-73.55;8.202;215.2;15
2014 09 16 14 15;-74.693;5.341;213.0;14
2014 09 16 15 15;-74.407;5.913;219.7;15
2014 09 20 18 45;-73.55;8.059;228.6;18
2014 09 21 18 45;-73.979;6.199;218.5;18
2014 09 25 18 15;-74.121;6.056;201.5;18
2014 10 01 06 15;-74.693;6.056;212.6;06
2014 10 03 16 45;-73.836;8.345;199.8;16
2014 10 11 15 15;-74.407;5.77;220.0;15
2014 10 11 19 45;-73.407;7.058;210.9;19
2014 10 22 17 15;-74.55;6.485;226.8;17
2014 10 23 17 45;-73.693;7.058;225.0;17
2014 10 25 07 15;-74.836;5.198;214.1;07
2014 10 26 18 15;-73.407;7.773;214.3;18
2014 10 27 16 45;-73.693;7.916;229.9;16
2014 10 29 18 45;-74.121;7.344;214.3;18
2014 10 30 08 15;-74.121;6.199;199.6;08
2014 10 30 06 15;-73.979;6.485;222.8;06
2014 10 30 10 45;-74.264;7.058;206.0;10
2014 11 04 14 45;-74.121;7.63;223.4;14
2014 11 07 17 15;-74.121;7.201;210.3;17
2014 11 08 06 15;-73.407;7.63;206.8;06
2014 11 09 06 45;-73.836;6.772;203.2;06
2014 11 10 18 15;-73.55;6.915;220.4;18
2014 11 11 08 45;-73.55;7.058;219.8;08
2014 11 25 06 45;-74.693;5.627;208.2;06
2014 11 26 19 45;-73.407;7.63;199.5;19
2014 12 07 12 15;-73.693;6.772;229.5;12
2014 12 08 10 45;-74.407;6.772;220.0;10
2014 12 09 15 15;-73.55;6.772;198.5;15
2014 12 09 16 45;-73.979;7.916;209.7;16
2014 12 10 16 45;-73.55;7.487;229.9;16
2014 12 20 18 45;-74.121;7.201;228.0;18
2015 01 13 06 15;-74.836;5.627;217.2;06
2015 01 16 07 15;-74.836;5.77;207.9;07
2015 01 18 17 15;-74.407;7.058;227.5;17
2015 01 20 16 45;-73.693;6.772;224.8;16
2015 01 21 18 45;-73.979;7.63;210.8;18
2015 01 21 17 45;-74.407;6.915;208.3;17
2015 01 22 14 15;-73.836;6.772;213.1;14
2015 01 22 16 45;-73.979;7.773;217.2;16
2015 01 23 16 15;-73.836;8.345;226.4;16
2015 01 24 17 45;-73.407;7.773;215.7;17
2015 01 25 06 45;-73.979;6.485;223.9;06
2015 01 28 06 45;-73.979;6.772;214.9;06
2015 01 28 17 15;-73.55;8.202;216.6;17
2015 01 30 18 15;-73.979;7.487;227.4;18
2015 02 04 15 45;-73.979;7.773;222.4;15
2015 02 05 16 45;-73.979;7.773;213.5;16
2015 02 06 15 45;-73.407;7.63;198.2;15
2015 02 07 16 45;-74.264;7.058;215.3;16
2015 02 10 19 45;-74.55;6.772;229.7;19
2015 02 11 06 45;-73.979;7.487;220.4;06
2015 02 14 18 45;-74.693;5.055;220.6;18
2015 02 25 18 45;-74.264;7.058;210.8;18
2015 02 26 06 15;-73.55;7.058;209.7;06
2015 02 28 16 15;-74.55;6.199;192.8;16
2015 02 28 17 45;-73.836;7.773;209.3;17
2015 03 06 16 45;-73.979;7.487;209.0;16
2015 03 06 19 15;-73.693;7.201;220.5;19
2015 03 07 16 45;-74.121;7.201;211.0;16
2015 03 09 18 45;-74.121;7.63;224.9;18
2015 03 12 17 45;-73.979;8.202;224.5;17
2015 03 14 16 15;-73.979;7.773;209.8;16
2015 03 16 13 45;-73.979;7.487;217.7;13
2015 03 17 19 45;-73.836;7.201;225.0;19
2015 03 18 19 45;-73.407;7.916;200.8;19
2015 03 18 19 15;-73.407;7.916;208.3;19
2015 03 19 15 15;-73.55;8.202;205.4;15
2015 03 20 15 15;-73.979;7.63;212.3;15
2015 03 21 06 15;-74.121;6.056;220.9;06
2015 03 21 16 45;-74.407;6.628;214.4;16
2015 03 21 17 15;-73.264;7.344;215.9;17
2015 03 21 15 45;-74.407;6.772;227.8;15
2015 03 25 08 15;-73.836;7.058;224.0;08
2015 03 28 09 15;-74.264;7.058;226.6;09
2015 03 30 16 15;-73.264;7.63;226.4;16
2015 03 31 06 45;-73.693;7.058;222.8;06
2015 04 02 16 45;-73.55;8.059;215.0;16
2015 04 02 18 45;-74.407;7.058;213.5;18
2015 04 03 18 45;-74.407;7.058;205.3;18
2015 04 06 12 45;-74.121;7.63;224.7;12
2015 04 06 16 45;-74.407;7.058;199.0;16
2015 04 10 12 45;-73.407;7.058;224.3;12
2015 04 13 12 45;-73.979;8.345;222.1;12
2015 04 14 19 15;-74.693;5.341;191.2;19
2015 04 14 16 45;-74.693;5.055;222.8;16
2015 04 18 13 45;-73.55;6.772;222.2;13
2015 04 18 18 15;-74.264;6.056;200.3;18
2015 04 21 18 45;-74.121;6.056;206.8;18
2015 04 25 08 45;-74.836;5.627;190.5;08
2015 04 29 18 15;-73.693;8.202;205.7;18
2015 05 05 19 45;-74.407;5.77;218.8;19
2015 05 06 15 15;-73.55;6.915;222.3;15
2015 05 08 15 15;-73.979;6.199;227.4;15
2015 05 15 17 45;-74.121;6.199;207.2;17
2015 05 17 15 45;-73.407;7.058;216.1;15
2015 05 18 17 45;-74.121;7.63;221.0;17
2015 05 23 19 45;-74.693;6.199;190.7;19
2015 05 28 11 45;-73.264;7.487;224.9;11
2015 05 30 06 15;-73.836;7.773;199.3;06
2015 06 01 13 45;-74.407;5.913;208.6;13
2015 06 07 07 45;-73.693;7.773;195.3;07
2015 06 08 14 45;-73.55;8.202;203.6;14
2015 06 08 17 15;-73.979;6.342;203.2;17
2015 06 10 17 15;-73.264;7.487;211.5;17
2015 06 11 16 15;-74.264;6.056;197.7;16
2015 06 15 13 45;-74.693;5.055;214.7;13
2015 06 19 16 15;-73.264;7.487;224.7;16
2015 06 19 17 45;-73.979;8.202;206.9;17
2015 06 20 16 45;-73.979;8.345;203.2;16
2015 07 05 13 45;-73.979;7.916;220.1;13
2015 07 14 06 45;-73.55;7.773;210.7;06
2015 07 14 06 45;-73.693;8.345;211.3;06
2015 07 16 19 45;-74.121;6.199;220.7;19
2015 07 19 15 45;-73.693;8.202;210.0;15
2015 07 23 14 15;-74.264;6.056;218.5;14
2015 07 23 17 45;-73.407;7.058;214.7;17
2015 08 02 08 15;-73.979;6.628;220.3;08
2015 08 02 13 15;-73.55;6.772;225.1;13
2015 08 04 13 45;-73.693;6.915;201.9;13
2015 08 08 16 45;-74.121;7.63;209.7;16
2015 08 13 08 15;-73.979;6.199;217.7;08
2015 08 22 14 45;-73.55;7.058;214.6;14
2015 08 23 16 45;-73.979;8.345;195.3;16
2015 08 24 18 45;-74.121;6.056;208.2;18
2015 08 25 15 15;-73.55;6.915;211.7;15
2015 08 26 16 15;-73.407;7.344;216.6;16
2015 08 28 15 15;-73.693;8.345;224.7;15
2015 08 28 15 15;-73.407;7.916;221.8;15
2015 08 28 17 15;-73.693;6.772;223.6;17
2015 08 30 07 45;-73.979;6.342;221.0;07
2015 08 30 14 45;-73.55;6.915;206.0;14
2015 09 05 15 45;-73.55;8.059;211.4;15
2015 09 07 18 45;-73.836;8.345;212.4;18
2015 09 07 16 45;-73.55;7.487;229.0;16
2015 09 09 15 15;-73.55;8.202;214.2;15
2015 09 11 18 15;-73.836;8.059;208.7;18
2015 09 18 12 15;-73.836;8.059;221.7;12
2015 09 18 17 15;-73.979;8.202;202.4;17
2015 09 23 15 15;-73.693;6.485;216.5;15
2015 09 27 17 45;-73.836;8.345;207.7;17
2015 09 29 06 15;-74.407;6.199;209.4;06
2015 10 06 15 45;-73.55;8.202;222.8;15
2015 10 13 17 45;-74.407;7.058;224.2;17
2015 10 15 14 45;-73.264;7.63;209.2;14
2015 10 15 17 15;-73.55;7.916;213.4;17
2015 10 17 06 15;-73.836;6.772;219.1;06
2015 10 23 09 15;-74.836;5.341;222.9;09
2015 10 24 08 15;-74.55;5.77;206.9;08
2015 10 27 19 45;-73.407;7.201;227.8;19
2015 10 31 13 15;-73.979;7.773;223.0;13
2015 11 01 10 45;-74.121;7.344;222.9;10
2015 11 07 18 45;-74.264;6.342;227.4;18
2015 11 13 06 45;-73.55;8.059;212.8;06
2015 11 13 19 15;-74.407;6.915;206.9;19
2015 11 15 07 45;-74.693;5.484;204.3;07
2015 11 15 09 45;-73.55;8.202;217.1;09
2015 11 15 07 45;-74.693;5.484;204.3;07
2015 11 15 16 15;-73.693;6.628;199.7;16
2015 11 18 12 45;-74.55;6.056;226.9;12
2015 11 18 15 15;-74.693;5.198;227.2;15
2015 11 28 10 15;-74.55;6.056;214.2;10
2015 12 03 13 45;-73.693;7.201;224.1;13
2015 12 05 07 15;-73.693;6.915;226.2;07
2015 12 05 07 15;-73.693;6.915;226.2;07
2015 12 06 16 45;-73.979;8.059;213.0;16
2015 12 07 08 45;-74.693;5.627;215.7;08
2015 12 14 06 45;-73.979;8.202;219.4;06
2015 12 18 06 15;-73.979;7.201;201.2;06
2016 01 03 17 45;-73.979;7.916;218.7;17
2016 01 05 07 15;-73.979;7.63;225.8;07
2016 01 05 11 45;-74.121;6.342;225.1;11
2016 01 05 13 15;-73.979;7.773;225.8;13
2016 01 06 14 45;-73.979;8.202;223.2;14
2016 01 06 14 45;-73.979;7.773;229.9;14
2016 01 06 16 15;-73.979;7.344;221.8;16
2016 02 09 06 15;-74.121;7.344;211.8;06
2016 02 26 19 15;-73.693;7.916;213.0;19
2016 03 08 07 15;-73.693;7.058;218.4;07
2016 03 18 07 45;-74.121;7.058;208.3;07
2016 03 22 06 15;-74.407;6.772;205.3;06
2016 03 22 18 45;-74.836;5.627;201.7;18
2016 03 30 15 45;-73.693;8.059;207.3;15
2016 03 31 10 45;-74.121;7.058;211.9;10
2016 04 03 09 45;-73.55;7.63;217.0;09
2016 04 03 09 45;-73.55;7.63;217.0;09
2016 04 06 17 15;-73.979;8.345;224.0;17
2016 04 08 17 45;-74.121;7.63;205.9;17
2016 04 10 06 15;-74.264;7.058;198.3;06
2016 04 16 07 45;-74.693;5.77;206.6;07
2016 04 16 16 15;-73.979;8.345;210.0;16
2016 04 18 12 45;-73.836;8.059;229.4;12
2016 04 28 17 15;-74.264;6.199;220.3;17
2016 04 28 16 45;-74.55;6.342;228.7;16
2016 05 02 10 15;-73.693;8.202;196.4;10
2016 05 10 10 45;-74.693;5.055;213.8;10
2016 05 15 15 45;-73.55;6.772;228.2;15
2016 05 16 19 45;-74.264;6.199;192.3;19
2016 05 19 15 15;-73.55;8.202;229.5;15
2016 05 20 14 15;-73.55;8.202;226.4;14
2016 05 27 16 45;-74.121;7.201;218.9;16
2016 05 30 06 45;-73.836;7.916;213.2;06
2016 06 02 12 15;-74.836;5.055;221.9;12
2016 06 02 12 15;-74.836;5.055;221.9;12
2016 06 02 19 45;-73.264;7.487;214.3;19
2016 06 05 18 15;-74.121;7.201;211.2;18
2016 06 07 15 15;-73.836;6.628;220.1;15
2016 06 09 13 15;-74.264;6.485;221.1;13
2016 06 09 16 15;-73.55;7.344;208.1;16
2016 06 09 19 15;-74.121;7.344;194.9;19
2016 06 11 18 15;-73.55;7.201;199.0;18
2016 06 15 15 45;-74.407;5.77;205.4;15
2016 06 17 15 45;-73.55;6.915;218.6;15
2016 06 20 19 15;-73.55;7.63;196.4;19
2016 06 20 10 45;-74.836;5.627;213.7;10
2016 06 23 15 15;-73.55;8.059;228.9;15
2016 06 23 15 45;-73.264;7.344;222.5;15
2016 06 25 19 45;-74.836;5.484;206.6;19
2016 06 29 15 45;-73.55;6.915;220.0;15
2016 07 03 16 45;-73.55;8.202;203.0;16
2016 07 04 18 15;-73.407;7.201;215.1;18
2016 07 05 14 15;-73.836;6.628;223.6;14
2016 07 05 15 15;-74.121;6.485;228.8;15
2016 07 11 15 15;-73.693;8.202;206.0;15
2016 07 11 14 15;-73.264;7.487;221.8;14
2016 07 17 15 45;-73.693;8.345;208.8;15
2016 07 18 18 15;-74.407;5.913;224.6;18
2016 07 19 07 45;-73.55;7.344;219.3;07
2016 07 19 17 45;-73.836;8.345;203.3;17
2016 07 21 14 45;-73.693;6.772;213.1;14
2016 07 22 14 45;-73.836;8.202;228.6;14
2016 07 23 18 45;-74.264;6.915;201.9;18
2016 07 23 14 15;-73.693;6.628;229.6;14
2016 07 23 16 15;-73.55;6.915;208.6;16
2016 07 23 15 45;-73.55;7.058;208.8;15
2016 07 24 13 45;-74.55;5.627;226.4;13
2016 07 24 16 15;-73.55;8.202;208.8;16
2016 07 25 16 45;-73.264;7.487;225.9;16
2016 08 13 19 45;-73.979;6.199;200.5;19
2016 08 16 15 45;-73.693;8.059;201.5;15
2016 08 17 08 15;-73.693;7.487;220.8;08
2016 08 17 16 15;-74.407;5.913;219.9;16
2016 08 17 16 15;-73.693;6.915;229.6;16
2016 08 22 17 45;-73.55;7.916;201.5;17
2016 08 22 17 15;-73.55;7.916;202.7;17
2016 08 23 17 15;-73.264;7.344;218.4;17
2016 08 23 19 45;-73.55;8.059;195.4;19
2016 08 30 08 15;-73.55;7.344;201.3;08
2016 08 30 15 45;-73.264;7.63;217.0;15
2016 09 02 16 15;-73.979;7.201;214.2;16
2016 09 03 15 15;-73.693;6.485;224.7;15
2016 09 05 15 15;-73.55;8.202;225.3;15
2016 09 06 14 45;-74.693;5.198;222.6;14
2016 09 06 17 15;-73.693;7.344;216.2;17
2016 09 07 07 45;-73.836;7.487;196.5;07
2016 09 10 15 15;-73.55;7.058;217.2;15
2016 09 10 14 15;-73.693;6.915;220.3;14
2016 09 10 14 45;-73.55;7.201;223.2;14
2016 09 13 17 15;-73.836;7.487;218.6;17
2016 09 14 18 15;-73.55;6.915;223.2;18
2016 09 16 14 45;-73.693;8.202;218.6;14
2016 09 16 17 45;-73.693;6.628;216.8;17
2016 09 22 13 15;-73.264;7.344;228.3;13
2016 09 27 13 15;-74.121;7.63;222.4;13
2016 09 30 06 15;-73.693;6.772;225.4;06
2016 10 07 17 15;-73.264;7.63;212.3;17
2016 10 08 15 15;-73.407;7.916;225.3;15
2016 10 11 15 45;-74.693;5.341;229.7;15
2016 10 14 14 45;-73.264;7.344;224.3;14
2016 10 14 16 15;-73.55;8.202;215.7;16
2016 10 25 07 15;-73.836;7.916;215.6;07
2016 10 25 19 15;-73.836;6.628;192.0;19
2016 10 25 12 15;-74.121;7.201;219.7;12
2016 10 31 12 45;-73.55;8.059;225.8;12
2016 10 31 17 15;-74.55;6.772;201.5;17
2016 11 02 17 15;-73.979;8.202;210.5;17
2016 11 05 17 45;-73.979;6.199;194.3;17
2016 11 06 15 15;-73.693;6.628;220.7;15
2016 11 08 16 15;-74.407;7.058;226.3;16
2016 11 09 06 15;-73.407;7.487;210.7;06
2016 11 10 15 45;-73.55;8.202;223.6;15
2016 11 10 15 15;-73.55;8.202;226.0;15
2016 11 10 18 15;-73.407;7.344;228.6;18
2016 11 13 17 45;-73.693;8.059;217.1;17
2016 11 18 09 45;-73.55;7.63;223.8;09
2016 11 18 11 15;-73.979;6.772;229.5;11
2016 11 18 13 15;-73.55;8.059;220.8;13
2016 11 18 14 15;-73.979;7.63;219.0;14
2016 11 19 07 45;-73.693;7.058;213.9;07
2016 11 19 16 45;-74.121;7.63;207.5;16
2016 11 24 06 15;-73.979;7.344;200.1;06
2016 11 24 19 45;-74.693;5.627;213.0;19
2016 11 26 06 45;-73.55;8.059;206.2;06
2016 11 26 09 45;-74.693;6.056;219.3;09
2016 11 28 07 15;-74.121;6.915;207.5;07
2016 11 29 17 15;-73.693;7.344;215.5;17
2016 12 01 13 45;-73.979;7.916;205.8;13
2016 12 02 17 15;-74.264;6.915;212.7;17
2016 12 02 16 45;-74.407;7.058;212.1;16
2016 12 03 17 45;-74.121;6.342;216.0;17
2016 12 07 10 15;-74.836;5.198;223.0;10
2016 12 07 18 15;-73.693;6.772;206.7;18
2016 12 10 19 15;-74.693;5.484;197.7;19
2016 12 13 07 45;-74.407;6.342;215.5;07
2016 12 13 15 45;-73.836;6.485;217.8;15
2016 12 18 18 45;-74.121;7.058;221.3;18
2016 12 21 14 45;-74.264;6.772;216.6;14
2016 12 25 08 15;-74.407;6.199;208.1;08
2016 12 30 17 45;-74.121;7.058;207.4;17
2017 01 03 18 15;-74.121;7.344;218.3;18
2017 01 04 18 45;-73.836;7.344;228.4;18
2017 01 05 16 45;-73.979;7.344;225.2;16
2017 01 07 15 15;-73.264;7.63;215.2;15
2017 01 08 10 15;-74.55;5.77;213.9;10
2017 01 08 10 15;-74.55;5.77;213.9;10
2017 01 08 14 45;-73.407;7.058;213.2;14
2017 01 09 06 45;-74.55;5.913;205.9;06
2017 01 30 16 15;-73.264;7.487;213.5;16
2017 02 02 19 45;-74.121;7.201;222.2;19
2017 02 05 17 15;-73.979;8.059;218.3;17
2017 02 13 16 45;-74.264;7.058;213.2;16
2017 03 01 19 45;-73.979;6.915;223.3;19
2017 03 08 15 15;-73.55;7.487;193.8;15
2017 03 08 11 15;-74.407;7.058;217.2;11
2017 03 10 09 15;-74.693;5.484;205.1;09
2017 03 10 09 15;-73.55;7.201;219.5;09
2017 03 10 18 45;-74.121;7.058;198.6;18
2017 03 10 16 15;-74.121;7.344;221.8;16
2017 03 11 14 45;-73.693;6.915;227.8;14
2017 03 11 19 45;-73.407;7.63;201.7;19
2017 03 18 19 15;-73.693;8.059;217.1;19
2017 03 19 08 15;-74.836;5.913;216.4;08
2017 03 19 12 15;-74.264;6.485;224.3;12
2017 03 21 17 45;-74.407;7.058;216.9;17
2017 03 22 09 15;-73.979;6.342;216.5;09
2017 03 23 15 45;-74.55;6.772;202.4;15
2017 03 23 18 15;-74.693;5.055;214.7;18
2017 03 24 12 15;-73.55;7.058;212.7;12
2017 03 28 08 45;-73.55;7.487;212.9;08
2017 03 28 17 45;-73.836;6.485;200.6;17
2017 03 28 18 45;-73.407;7.916;207.9;18
2017 03 29 06 45;-74.693;5.627;216.8;06
2017 03 29 06 45;-74.693;5.627;216.8;06
2017 03 29 15 45;-73.407;7.487;222.0;15
2017 03 30 15 45;-74.407;5.77;224.1;15
2017 03 30 18 45;-73.836;7.058;212.5;18
2017 03 30 18 15;-73.693;7.201;211.2;18
2017 03 31 18 45;-73.55;7.916;198.4;18
2017 03 31 18 15;-73.407;7.916;212.6;18
2017 04 01 15 15;-73.836;6.772;217.5;15
2017 04 02 18 15;-74.121;6.199;227.0;18
2017 04 07 19 15;-74.55;6.772;196.6;19
2017 04 11 19 15;-74.264;6.915;196.1;19
2017 04 14 06 15;-74.693;5.77;188.6;06
2017 04 18 09 15;-74.836;5.055;208.6;09
2017 04 18 13 45;-73.979;8.202;214.6;13
2017 04 18 17 45;-74.121;6.199;193.6;17
2017 04 18 09 15;-74.836;5.055;208.6;09
2017 04 18 13 45;-73.979;8.202;214.6;13
2017 04 20 17 15;-73.55;6.772;197.2;17
2017 04 20 13 45;-74.121;7.63;208.9;13
2017 04 20 13 45;-73.264;7.344;218.8;13
2017 04 21 09 15;-74.407;6.056;211.1;09
2017 05 01 12 15;-74.407;5.913;223.2;12
2017 05 01 13 15;-73.693;8.202;211.6;13
2017 05 01 15 45;-73.693;7.201;219.6;15
2017 05 01 15 45;-73.836;6.485;229.9;15
2017 05 05 07 15;-73.407;7.916;217.2;07
2017 05 05 15 15;-73.55;8.059;192.4;15
2017 05 06 15 15;-74.407;5.913;219.5;15
2017 05 06 14 45;-73.55;6.772;227.6;14
2017 05 07 15 15;-73.407;7.487;210.8;15
2017 05 07 18 15;-74.693;5.77;229.6;18
2017 05 08 18 45;-74.407;5.77;202.1;18
2017 05 10 07 45;-73.979;7.773;206.2;07
2017 05 10 07 15;-73.836;7.773;205.5;07
2017 05 13 16 45;-73.693;8.345;207.5;16
2017 05 15 07 45;-73.979;7.058;216.7;07
2017 05 15 14 15;-74.836;5.055;223.6;14
2017 05 21 16 15;-74.407;7.058;218.8;16
2017 05 22 06 15;-73.693;7.344;203.2;06
2017 05 26 15 15;-73.693;7.916;191.0;15
2017 05 26 14 15;-74.121;6.056;201.4;14
2017 05 27 18 15;-73.836;6.915;199.1;18
2017 05 27 16 45;-74.121;6.342;202.1;16
2017 05 28 14 45;-73.55;6.772;226.2;14
2017 05 29 15 15;-74.121;7.63;216.0;15
2017 06 01 17 45;-73.407;7.201;198.3;17
2017 06 04 15 15;-73.55;7.916;199.4;15
2017 06 04 14 45;-73.55;8.059;202.8;14
2017 06 05 16 45;-73.693;8.202;214.2;16
2017 06 06 14 15;-73.693;6.772;217.2;14
2017 06 11 17 15;-73.55;8.059;207.7;17
2017 06 14 11 15;-73.979;7.773;213.1;11
2017 06 14 13 15;-73.407;7.916;210.2;13
2017 06 14 15 45;-73.693;6.485;225.0;15
2017 06 17 08 15;-74.836;5.627;210.2;08
2017 06 22 07 45;-73.836;7.201;218.0;07
2017 06 22 08 15;-73.836;8.059;210.6;08
2017 06 24 15 45;-73.979;6.342;217.8;15
2017 06 24 15 45;-74.407;5.77;224.4;15
2017 06 25 11 45;-73.55;6.772;218.4;11
2017 06 29 14 15;-73.693;6.628;224.5;14
2017 06 29 17 45;-73.836;8.202;200.0;17
2017 06 30 17 15;-73.55;8.059;211.9;17
2017 07 02 15 15;-73.693;6.485;209.8;15
2017 07 03 17 15;-73.55;8.202;206.6;17
2017 07 03 17 45;-73.836;6.485;203.0;17
2017 07 05 06 15;-73.55;7.916;209.7;06
2017 07 10 14 45;-73.979;6.485;205.9;14
2017 07 15 18 15;-74.264;6.056;212.3;18
2017 07 18 17 15;-73.55;8.059;209.8;17
2017 07 20 15 15;-73.55;6.772;224.2;15
2017 07 22 06 15;-74.121;7.201;224.0;06
2017 07 22 14 45;-73.693;6.628;227.4;14
2017 07 26 13 45;-73.836;6.485;207.5;13
2017 07 27 14 15;-73.836;6.628;218.9;14
2017 07 27 15 45;-73.55;8.202;201.4;15
2017 07 28 16 15;-73.407;7.63;228.1;16
2017 07 29 18 15;-73.55;7.773;197.2;18
2017 07 29 17 45;-73.407;7.63;196.4;17
2017 07 30 17 45;-73.979;8.202;201.9;17
2017 08 01 16 15;-73.55;8.202;216.4;16
2017 08 04 17 45;-73.836;6.485;222.0;17
2017 08 06 17 15;-73.836;8.345;206.5;17
2017 08 07 15 15;-73.693;8.059;216.4;15
2017 08 10 08 45;-74.55;6.056;220.7;08
2017 08 17 18 15;-73.693;7.916;227.3;18
2017 08 20 14 45;-73.55;8.059;209.6;14
2017 08 22 15 15;-73.979;6.199;229.2;15
2017 08 22 17 45;-73.407;7.058;216.3;17
2017 08 26 13 45;-73.693;6.915;204.7;13
2017 08 29 18 15;-74.264;6.056;196.4;18
2017 08 31 13 45;-73.264;7.344;224.5;13
2017 09 02 13 15;-73.979;6.199;217.2;13
2017 09 02 15 15;-73.55;6.915;209.3;15
2017 09 05 14 45;-73.55;6.772;218.2;14
2017 09 05 16 15;-73.264;7.344;213.9;16
2017 09 05 14 45;-73.55;6.772;218.2;14
2017 09 05 16 15;-73.264;7.344;213.9;16
2017 09 07 18 15;-74.55;5.627;208.1;18
2017 09 07 17 15;-74.693;5.341;211.8;17
2017 09 08 13 15;-73.407;7.916;218.0;13
2017 09 11 12 15;-73.979;8.202;221.8;12
2017 09 15 14 15;-73.264;7.344;229.0;14
2017 09 16 17 45;-73.836;8.059;200.6;17
2017 09 19 19 15;-73.264;7.63;229.7;19
2017 09 22 13 45;-73.264;7.63;198.5;13
2017 09 27 06 15;-74.121;7.63;206.1;06
2017 10 01 17 15;-74.264;7.058;205.7;17
2017 10 02 19 15;-73.407;7.63;198.5;19
2017 10 05 19 45;-73.407;7.344;204.7;19
2017 10 09 07 15;-74.121;6.199;221.4;07
2017 10 09 16 45;-73.264;7.487;214.8;16
2017 10 13 19 45;-74.55;5.627;212.8;19
2017 10 14 17 45;-73.693;8.202;221.6;17
2017 10 16 16 45;-73.407;7.344;201.4;16
2017 10 16 15 45;-73.264;7.344;216.2;15
2017 10 21 12 15;-73.693;8.202;219.9;12
2017 10 25 16 15;-74.121;7.63;209.8;16
2017 10 26 12 45;-74.55;6.628;228.7;12
2017 10 28 18 15;-73.836;8.345;201.2;18
2017 11 02 17 15;-74.407;7.058;200.7;17
2017 11 03 17 45;-74.407;6.915;210.0;17
2017 11 05 14 15;-73.55;7.63;214.2;14
2017 11 06 06 15;-73.693;7.344;215.5;06
2017 11 07 06 15;-73.979;7.63;228.4;06
2017 11 08 17 15;-74.264;7.058;199.3;17
2017 11 08 14 45;-73.979;8.059;202.5;14
2017 11 08 14 15;-73.55;7.63;227.7;14
2017 11 08 18 15;-74.121;7.058;201.2;18
2017 11 08 19 45;-73.693;7.058;201.6;19
2017 11 09 15 45;-73.836;8.059;204.3;15
2017 11 11 07 15;-73.407;7.773;222.5;07
2017 11 11 19 15;-74.121;7.63;216.4;19
